,Series6_A549-ACE2_Mock_1,Series6_A549-ACE2_Mock_2,Series6_A549-ACE2_Mock_3,Series6_A549-ACE2_SARS-CoV-2_1,Series6_A549-ACE2_SARS-CoV-2_2,Series6_A549-ACE2_SARS-CoV-2_3,Series16_A549-ACE2_Mock_1,Series16_A549-ACE2_Mock_2,Series16_A549-ACE2_Mock_3,Series16_A549-ACE2_SARS-CoV-2_1,Series16_A549-ACE2_SARS-CoV-2_2,Series16_A549-ACE2_SARS-CoV-2_3
ZCCHC2,251,17,169,118,34,19,35,155,143,177,180,177
PHLPP1,297,39,188,88,18,25,23,173,170,135,117,135
BCL2,49,4,26,6,3,3,2,16,19,8,5,9
KDSR,488,46,293,77,30,28,80,371,314,148,151,160
VPS4B,979,106,619,218,71,28,183,661,478,177,181,215
SERPINB5,3,0,1,0,0,0,0,2,2,1,0,0
SERPINB12,0,0,0,0,0,0,0,0,0,0,0,0
SERPINB13,0,0,0,0,0,0,0,0,0,0,0,0
SERPINB4,1,0,0,3,0,1,1,5,5,6,4,3
SERPINB3,0,0,8,4,1,1,0,4,3,2,1,3
SERPINB11,0,0,0,0,0,0,0,0,0,0,0,0
SERPINB7,10,2,18,0,1,1,4,24,21,15,10,13
SERPINB2,0,0,0,0,0,0,0,5,0,1,0,0
SERPINB10,0,0,0,0,0,0,0,0,0,0,0,0
HMSD,0,0,0,0,0,0,0,1,0,0,0,0
SERPINB8,127,23,121,43,14,11,26,164,113,47,63,50
LINC00305,0,0,0,0,0,0,0,0,0,0,0,0
CDH7,4,1,0,0,1,0,1,2,2,0,1,0
CDH19,45,11,46,19,5,6,2,7,5,0,1,1
MIR5011,0,0,0,0,0,0,0,0,0,0,0,0
DSEL,38,8,18,6,3,1,8,61,46,23,23,26
LOC643542,0,0,0,2,0,0,0,0,0,0,0,0
TMX3,696,74,409,189,53,44,111,643,453,98,111,116
CCDC102B,5,1,3,4,0,0,1,2,2,1,0,0
DOK6,0,0,0,0,0,0,0,2,1,0,0,1
CD226,4,1,3,0,1,0,0,4,5,1,3,1
RTTN,420,52,260,62,27,31,53,230,191,65,85,68
SOCS6,928,91,617,397,90,92,114,547,522,626,506,548
CBLN2,4,0,4,1,0,0,4,6,5,0,0,0
NETO1,0,0,0,0,0,0,1,1,0,1,1,0
LOC400655,427,41,314,89,30,22,54,239,195,118,92,116
FBXO15,28,0,14,8,0,1,8,30,20,2,5,4
TIMM21,941,99,652,137,46,57,76,386,287,76,106,106
CYB5A,1478,112,990,451,137,128,150,677,573,112,98,88
C18orf63,0,0,0,0,0,0,0,0,0,0,0,0
FAM69C,0,0,0,0,0,0,0,0,0,0,0,0
CNDP2,1737,150,1069,218,57,60,248,1135,986,187,202,181
CNDP1,1,0,0,5,0,1,0,0,1,3,4,5
ZNF407,218,22,155,129,20,27,26,144,141,86,109,118
ZADH2,367,25,251,72,25,8,45,238,180,45,43,47
TSHZ1,69,4,30,30,6,4,15,83,76,36,33,29
LOC339298,0,0,0,0,0,0,0,0,0,0,0,0
ZNF516,315,31,221,67,35,13,32,99,125,42,34,61
ZNF236,288,20,199,80,22,27,42,128,135,61,67,62
MBP,734,64,442,188,49,38,101,414,375,237,277,235
GALR1,0,0,0,0,0,0,0,0,0,0,1,0
SALL3,0,0,0,0,0,0,0,0,0,0,0,0
ATP9B,180,11,162,35,12,15,33,131,139,32,42,41
NFATC1,26,0,18,17,2,0,9,45,26,22,25,29
CTDP1,583,60,426,117,40,42,62,281,244,186,322,354
KCNG2,0,0,0,0,0,0,0,0,0,0,0,0
PQLC1,115,17,103,33,6,8,20,126,103,15,31,27
HSBP1L1,180,18,109,40,7,19,30,115,94,22,45,35
TXNL4A,1094,99,685,169,63,61,135,711,524,111,121,131
RBFA,516,57,325,69,34,17,58,247,197,44,54,45
ADNP2,687,67,512,439,93,103,119,530,369,564,659,704
PARD6G-AS1,11,0,12,1,0,1,0,4,3,3,5,1
PARD6G,97,12,89,36,9,7,16,135,89,67,52,67
WASH5P,0,0,0,0,0,0,0,0,0,0,0,0
OR4F17,0,0,0,0,0,0,0,0,0,0,0,0
MIER2,300,30,236,57,28,26,27,141,105,39,55,39
THEG,2,0,1,1,0,0,0,4,3,3,2,0
C2CD4C,2,0,1,0,0,1,0,4,5,3,2,8
SHC2,150,17,134,66,18,15,11,68,74,16,18,26
ODF3L2,1,0,2,0,3,0,0,0,2,1,2,0
MADCAM1,1,0,0,0,0,0,0,3,1,0,0,0
TPGS1,237,21,210,35,19,14,2,13,7,1,1,1
CDC34,1275,118,1020,250,90,68,140,514,428,104,122,125
GZMM,3,0,4,0,0,0,0,0,0,0,1,3
BSG,8974,942,6518,1197,422,292,1197,6055,4560,527,513,451
HCN2,233,18,234,59,18,30,58,282,183,68,72,64
POLRMT,1817,188,1473,351,126,112,94,433,349,97,111,140
FGF22,0,0,0,0,0,0,0,0,0,0,0,0
RNF126,528,68,447,166,46,37,33,186,129,56,73,90
FSTL3,2118,192,1755,748,234,170,157,917,783,365,458,470
PRSS57,15,2,5,1,1,0,0,2,1,0,0,0
PALM,67,8,82,29,2,8,13,62,58,12,16,13
PTBP1,5247,533,3902,1139,381,326,467,2365,1886,491,540,583
MIR4745,0,0,0,0,0,0,0,0,0,0,0,0
MIR3187,0,0,0,0,0,0,0,0,0,0,0,0
AZU1,14,1,18,3,1,0,0,0,0,1,0,4
PRTN3,8,1,3,0,0,0,3,5,3,2,0,0
ELANE,0,1,0,5,0,0,1,0,0,0,1,1
CFD,815,96,676,123,61,28,29,128,123,18,26,17
MED16,288,46,237,55,26,17,28,132,119,18,22,26
R3HDM4,399,30,288,108,26,21,44,291,201,85,99,87
KISS1R,3,0,0,0,0,0,0,2,1,0,0,1
ARID3A,325,27,225,75,42,24,38,181,137,68,80,97
WDR18,1302,128,1097,209,86,43,74,351,312,33,22,23
GRIN3B,83,8,63,16,14,3,4,18,14,4,2,4
TMEM259,2726,253,2256,870,255,199,219,995,790,265,321,318
CNN2,2530,249,1898,369,110,74,304,1479,1244,284,283,258
ABCA7,691,91,540,133,36,37,55,262,210,48,45,65
POLR2E,1907,225,1595,407,116,89,176,992,740,112,103,102
GPX4,2666,247,2112,522,197,118,200,1007,881,158,179,170
SBNO2,1781,183,1251,557,199,135,95,433,371,248,282,267
STK11,1082,102,772,316,119,65,59,317,272,108,113,95
MIDN,1112,124,807,459,131,110,95,430,324,199,215,180
CIRBP-AS1,29,2,22,5,2,2,2,18,16,7,8,8
CIRBP,1015,84,639,245,67,47,152,693,568,135,198,173
C19orf24,314,34,298,51,24,12,28,102,101,23,24,28
EFNA2,5,0,5,0,1,1,1,5,5,2,7,7
MUM1,443,40,272,100,29,22,48,235,200,50,56,74
NDUFS7,530,77,519,99,28,27,26,180,126,7,12,11
GAMT,733,65,575,112,54,29,45,267,252,32,30,19
DAZAP1,1787,159,1204,378,132,78,160,744,589,118,156,137
RPS15,7386,780,6338,1219,457,390,674,3152,2749,318,411,419
APC2,46,4,30,28,14,4,14,89,65,23,23,16
C19orf25,158,13,132,41,12,13,8,83,42,9,17,20
PCSK4,26,4,24,15,4,2,2,7,5,2,2,3
REEP6,87,8,67,20,2,9,16,47,34,4,4,2
ADAMTSL5,69,7,55,8,6,6,13,32,26,9,13,14
PLK5,1,0,0,1,0,0,0,1,0,0,0,0
MEX3D,80,9,64,31,5,4,12,63,41,14,25,24
MBD3,1138,130,966,263,100,39,90,480,382,71,75,99
UQCR11,2551,235,2088,466,168,94,170,956,800,117,129,99
TCF3,826,78,612,151,56,33,90,354,278,75,83,102
ONECUT3,0,0,1,3,0,0,0,0,0,0,0,0
ATP8B3,111,7,53,26,5,4,26,109,86,22,30,32
REXO1,404,39,230,140,46,27,29,175,124,86,101,88
MIR1909,0,0,0,0,0,0,0,0,0,0,0,0
LOC100288123,1,0,0,0,0,0,1,5,4,0,6,2
KLF16,378,36,294,107,26,16,49,187,207,38,67,71
ADAT3,71,8,71,30,12,2,1,7,4,5,2,1
SCAMP4,800,66,609,114,38,26,86,440,292,82,77,83
CSNK1G2,1280,94,958,339,98,102,100,510,386,108,147,119
CSNK1G2-AS1,0,0,0,0,0,0,0,0,1,1,1,1
BTBD2,751,76,668,166,59,69,82,462,374,69,71,63
MKNK2,2597,243,1905,524,171,117,273,1378,1143,214,244,214
MOB3A,181,20,121,56,15,13,39,215,191,59,61,60
IZUMO4,16,2,13,11,1,0,6,6,14,6,10,10
AP3D1,2405,246,1639,500,114,110,285,1329,1068,350,331,364
DOT1L,558,64,429,159,45,23,51,245,185,123,146,154
PLEKHJ1,728,62,505,141,55,40,42,278,239,52,52,61
MIR1227,0,0,0,0,0,0,0,0,0,0,0,0
SF3A2,559,55,370,155,50,35,51,252,187,69,88,82
AMH,105,20,76,25,18,17,3,31,18,10,11,8
MIR4321,0,0,0,0,0,0,0,0,0,1,0,0
JSRP1,3,0,1,0,0,0,0,0,1,0,0,0
OAZ1,3664,375,2878,475,148,142,572,3028,2484,398,395,404
LINGO3,3,0,0,0,0,0,0,0,0,0,0,0
LSM7,538,52,355,156,44,21,47,203,189,45,37,38
SPPL2B,383,38,290,92,23,13,22,168,160,21,28,23
TMPRSS9,10,4,5,5,0,0,1,8,7,8,6,7
TIMM13,1068,124,890,197,70,59,77,397,341,50,63,51
LMNB2,1651,155,1142,398,107,76,165,765,527,156,185,199
GADD45B,414,40,305,238,70,55,60,213,224,311,465,550
GNG7,2,0,0,1,0,0,1,2,3,4,5,4
DIRAS1,24,3,22,23,4,2,6,38,26,65,84,60
SLC39A3,181,27,166,70,15,15,26,111,82,56,52,40
SGTA,1266,117,903,418,103,82,134,624,486,452,532,572
THOP1,1197,122,999,270,74,89,93,477,334,136,123,138
ZNF554,73,3,49,24,5,13,12,30,28,54,64,58
ZNF555,45,6,29,67,10,17,11,39,30,221,220,164
ZNF556,2,0,0,0,0,0,0,0,0,1,2,2
ZNF57,72,4,37,135,34,26,11,51,47,871,995,1031
ZNF77,55,7,24,152,39,28,5,33,26,389,365,371
TLE6,110,12,71,19,5,5,14,81,66,16,14,16
TLE2,134,24,110,56,4,22,10,32,26,9,7,6
AES,3359,352,2769,700,244,186,349,1430,1357,369,376,364
GNA11,241,26,179,81,23,6,37,209,140,55,54,51
GNA15,2,0,4,4,0,0,0,6,2,1,1,2
S1PR4,9,1,4,1,1,0,1,2,4,2,0,0
NCLN,1588,176,1309,425,116,84,128,742,565,157,133,127
CELF5,17,6,13,8,4,2,5,18,9,15,10,13
NFIC,715,83,541,134,37,28,125,483,378,100,128,122
DOHH,208,22,154,82,17,25,14,56,38,17,29,24
FZR1,428,31,349,150,42,33,38,176,127,103,129,126
MFSD12,1222,138,1061,172,88,71,60,380,307,121,128,91
C19orf71,1,0,2,0,0,0,5,17,18,7,6,11
HMG20B,746,58,453,124,46,37,52,228,190,37,46,38
GIPC3,1,0,0,0,0,0,4,2,3,0,0,1
TBXA2R,0,0,0,0,0,0,1,0,1,0,0,0
CACTIN-AS1,0,0,0,0,0,0,0,1,0,3,2,2
CACTIN,301,26,184,190,53,27,7,70,40,33,41,41
PIP5K1C,375,39,271,96,36,23,47,238,145,33,29,36
TJP3,193,18,131,54,27,13,12,54,49,8,15,5
APBA3,411,49,366,142,51,10,14,102,94,66,64,65
MRPL54,169,17,128,33,8,7,23,78,79,18,27,16
RAX2,0,0,0,0,0,0,0,0,0,0,0,0
MATK,2,0,0,0,0,0,0,3,0,0,0,0
ZFR2,0,0,0,2,0,1,0,0,1,0,0,0
ATCAY,0,0,0,0,0,0,0,0,0,0,1,0
NMRK2,0,0,0,0,0,0,0,0,0,0,1,7
DAPK3,1996,194,1502,421,146,102,86,559,448,205,235,279
MIR637,11,0,2,3,2,0,1,1,0,3,2,3
EEF2,34302,3433,23540,7412,2175,1753,3394,17012,12539,4252,4901,4928
SNORD37,0,0,4,0,0,0,0,0,0,0,0,1
PIAS4,234,21,143,60,15,16,16,73,71,38,39,46
ZBTB7A,754,75,549,237,69,31,56,262,214,142,187,147
MAP2K2,2809,254,2163,564,169,136,244,1019,893,227,191,230
CREB3L3,10,1,3,9,1,0,2,6,8,1,5,3
SIRT6,453,53,340,137,33,33,43,221,171,98,132,151
ANKRD24,74,6,23,18,3,2,2,24,19,11,10,11
EBI3,343,25,289,56,14,7,10,75,75,13,20,16
SHD,1,0,2,3,0,0,0,1,0,2,0,1
TMIGD2,0,0,0,0,0,0,0,0,0,0,1,0
FSD1,48,6,37,17,6,9,6,27,34,7,4,4
STAP2,7,0,3,0,1,0,0,0,2,0,1,0
MPND,168,23,131,18,11,9,20,79,53,11,10,12
SH3GL1,1372,139,1033,220,66,48,127,749,498,106,124,119
CHAF1A,158,14,91,42,2,9,30,187,131,27,32,44
UBXN6,1194,105,845,272,96,50,91,423,410,133,125,122
MIR4746,0,0,0,0,0,0,0,0,0,3,0,1
PLIN4,14,1,12,4,4,0,1,8,6,3,0,1
PLIN5,2,0,0,0,0,1,0,2,1,0,0,0
LRG1,33,1,22,17,4,9,2,12,19,4,5,4
SEMA6B,60,8,28,11,7,2,4,34,29,6,5,9
TNFAIP8L1,60,4,49,18,6,8,8,49,50,13,19,17
DPP9,1713,153,1238,292,92,85,125,707,513,155,154,143
MIR7-3HG,0,0,0,0,0,2,0,0,0,0,1,0
MIR7-3,0,0,0,0,0,0,0,0,0,0,0,0
FEM1A,527,51,410,157,36,46,57,283,201,125,121,104
TICAM1,195,28,125,132,36,26,21,107,83,128,153,128
PLIN3,2671,255,1998,416,150,114,230,1218,1175,356,348,329
ARRDC5,0,0,0,0,0,0,0,0,0,0,0,0
UHRF1,214,9,150,33,11,14,37,174,132,12,17,15
MIR4747,0,0,0,0,0,0,0,0,0,0,0,0
KDM4B,1056,105,779,181,64,55,84,455,358,129,142,128
PTPRS,2104,213,1408,437,143,120,244,1160,848,265,288,303
ZNRF4,0,0,0,0,0,0,0,0,0,0,0,0
TINCR,82,8,53,22,4,6,6,29,36,15,15,12
SAFB2,890,88,545,185,55,57,70,370,249,130,121,103
SAFB,1766,150,978,393,133,120,158,827,599,318,360,336
C19orf70,616,50,442,63,19,31,47,193,209,22,16,26
HSD11B1L,51,6,30,5,6,4,7,20,17,5,8,3
RPL36,7668,618,5123,1395,429,376,736,3460,2602,633,824,875
LONP1,2877,279,1965,492,162,117,466,2349,1759,397,543,645
CATSPERD,2,1,0,10,0,4,1,3,0,8,3,4
PRR22,78,6,62,24,7,4,3,11,16,1,1,3
DUS3L,572,50,421,163,74,30,27,130,106,51,62,85
NRTN,22,2,32,7,0,3,1,3,6,0,0,0
FUT6,2,0,2,0,0,0,1,2,1,1,0,0
FUT3,9,0,6,3,1,0,1,8,1,5,8,4
FUT5,0,0,2,0,1,0,0,4,2,2,0,2
NDUFA11,1749,161,1520,279,98,67,145,696,551,57,64,69
VMAC,25,3,5,3,1,0,0,13,9,1,4,4
CAPS,14,1,13,10,0,0,0,8,6,3,5,2
RANBP3,725,70,499,80,47,40,69,363,267,54,58,57
LOC100128568,4,0,4,2,0,2,0,4,0,3,0,3
RFX2,108,9,77,56,10,7,17,83,51,56,53,57
ACSBG2,0,0,0,0,0,0,0,2,4,1,0,1
MLLT1,398,50,307,154,37,35,46,290,210,68,89,104
ACER1,0,0,0,0,0,0,0,0,1,0,0,0
CLPP,591,78,551,111,26,29,72,310,278,51,45,50
ALKBH7,196,19,131,30,25,19,7,41,30,6,3,8
PSPN,5,0,2,1,0,0,0,1,2,3,0,6
GTF2F1,1584,145,1006,445,103,98,187,778,599,302,267,256
KHSRP,2240,233,1520,467,171,101,211,1221,873,276,336,285
MIR3940,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A41,18,4,10,2,0,0,2,9,6,0,0,2
SLC25A23,915,82,655,132,37,33,93,416,281,80,68,72
CRB3,53,2,38,17,3,4,7,15,20,7,3,6
DENND1C,9,1,1,3,0,0,6,34,27,10,16,13
TUBB4A,261,36,230,25,6,9,26,89,78,5,6,5
TNFSF9,1680,171,1274,307,87,78,90,396,472,111,108,101
CD70,643,68,570,158,47,37,48,200,197,66,85,66
TNFSF14,9,0,2,4,10,3,5,18,19,18,11,8
C3,2547,208,1788,2332,575,558,926,4460,3803,2412,2207,1943
GPR108,1296,134,1008,320,100,74,123,569,518,177,221,231
TRIP10,2224,209,1405,669,173,183,183,800,680,421,423,424
SH2D3A,397,33,308,96,25,8,23,92,89,29,34,20
VAV1,341,33,251,49,12,14,33,160,105,54,53,46
FLJ25758,0,0,0,0,0,0,0,0,0,0,0,0
MBD3L5,0,0,0,0,0,0,0,0,0,0,0,0
MBD3L4,0,0,0,0,0,0,0,0,0,0,0,0
MBD3L2,0,0,0,0,0,0,0,0,0,0,0,0
MBD3L3,0,0,0,0,0,0,0,0,0,0,0,0
ZNF557,84,9,50,67,15,13,23,87,69,105,91,108
INSR,137,14,88,38,17,11,32,173,121,43,33,37
ARHGEF18,957,82,633,186,59,30,107,557,465,177,217,200
LOC100128573,1,0,0,0,0,0,0,3,1,0,4,1
PEX11G,38,11,37,8,1,2,1,23,20,3,5,1
ZNF358,127,14,111,41,10,3,20,88,76,12,20,19
MCOLN1,174,17,143,57,14,14,9,76,61,12,18,23
PNPLA6,1617,142,1333,315,105,69,127,598,461,82,90,72
CAMSAP3,72,9,76,29,11,3,9,25,35,17,22,19
XAB2,605,54,475,164,43,13,45,279,192,63,73,81
PET100,543,40,350,55,22,14,62,306,283,39,41,42
PCP2,1,0,0,1,1,0,0,1,4,1,1,0
STXBP2,628,56,459,178,36,29,81,338,321,106,130,118
RETN,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC5,539,64,536,110,59,31,17,129,97,17,14,21
FCER2,0,0,0,0,0,0,0,1,0,1,0,0
CLEC4G,0,0,0,0,0,0,0,0,0,0,0,0
CD209,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4M,0,0,0,0,0,0,0,0,0,1,1,0
CLEC4GP1,0,0,0,0,0,0,0,0,0,0,0,0
EVI5L,42,7,29,10,2,4,14,57,46,11,11,7
LRRC8E,114,19,108,35,10,16,19,76,73,68,69,79
MAP2K7,591,56,479,174,53,35,34,184,123,71,80,94
TGFBR3L,3,0,1,0,1,0,1,8,1,1,0,0
SNAPC2,136,17,101,23,7,2,13,52,43,14,13,17
CTXN1,156,18,136,21,12,15,12,31,18,2,3,8
TIMM44,469,43,324,108,27,36,44,166,128,68,66,77
ELAVL1,1440,136,941,280,66,70,141,808,666,170,187,203
CCL25,2,0,1,0,0,0,0,0,0,0,1,0
FBN3,1,0,1,5,0,0,0,1,2,0,2,0
CERS4,90,8,83,12,6,7,12,60,80,10,17,13
CD320,427,48,349,62,41,14,40,254,200,22,29,30
NDUFA7,776,85,672,130,48,23,68,308,282,47,48,50
RPS28,4454,428,3814,1019,355,242,394,2390,1693,345,455,476
KANK3,359,26,288,73,42,12,18,112,102,39,47,40
ANGPTL4,412,41,281,174,43,52,293,1229,1069,991,1256,1059
RAB11B-AS1,34,1,33,5,1,0,6,9,6,7,7,7
MIR4999,0,0,0,0,0,0,0,0,0,0,0,0
RAB11B,712,102,583,201,54,32,92,414,308,89,104,89
02-Mar,286,23,264,76,18,19,32,160,128,29,21,43
HNRNPM,5116,449,3175,759,234,197,479,2416,1909,440,456,400
PRAM1,5,1,2,0,0,0,0,1,1,2,1,0
ZNF414,71,6,81,22,15,6,6,20,13,7,10,6
MYO1F,14,1,15,1,0,0,2,19,8,5,2,0
ADAMTS10,1085,106,934,286,71,39,42,189,214,65,49,50
ACTL9,0,0,0,0,0,0,0,0,0,0,0,0
OR2Z1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF558,463,33,242,173,49,42,32,213,218,187,186,187
MBD3L1,0,0,0,0,0,0,0,0,0,0,0,0
MUC16,27,3,19,6,2,1,0,1,1,0,1,1
OR1M1,0,0,0,0,0,0,0,0,0,0,0,0
OR7G2,0,0,0,0,0,0,0,0,0,0,0,0
OR7G1,0,0,0,0,0,0,0,0,0,0,0,0
OR7G3,0,0,0,0,0,0,0,0,0,0,0,0
ZNF317,854,75,538,407,97,107,69,390,314,502,503,489
OR7D2,0,0,0,0,0,0,0,0,0,0,0,0
OR7D4,0,0,0,0,0,0,0,0,0,0,0,0
OR7E24,0,0,0,0,0,0,0,0,0,0,0,0
ZNF699,11,0,7,8,0,1,3,13,11,6,14,6
ZNF559,79,6,43,25,6,9,11,59,46,20,24,25
ZNF559-ZNF177,0,0,0,0,0,0,0,0,0,0,0,0
ZNF177,0,0,0,0,0,0,0,0,0,0,0,0
ZNF266,201,12,104,65,18,19,31,114,96,87,101,79
ZNF560,0,0,0,0,0,0,0,0,0,0,0,0
ZNF426,4,0,6,2,1,0,2,13,16,13,14,12
ZNF121,120,9,68,166,20,41,20,86,37,206,215,212
ZNF561,990,87,540,206,51,56,54,277,219,73,58,56
ZNF562,280,22,160,96,34,35,48,234,217,181,168,147
ZNF846,42,0,14,11,3,4,2,15,15,6,4,5
FBXL12,367,42,343,141,28,15,29,199,148,124,106,120
UBL5,2321,174,1723,286,80,75,331,1497,1265,165,180,180
PIN1,777,78,564,104,40,43,67,297,227,29,31,32
OLFM2,208,15,165,45,24,12,19,111,90,13,20,13
COL5A3,44,3,18,15,2,4,4,5,8,4,4,3
RDH8,0,0,0,0,0,0,0,0,0,0,0,1
C3P1,12,2,11,1,0,1,0,1,1,0,0,0
C19orf66,334,33,235,100,35,20,25,116,102,213,207,204
ANGPTL6,5,0,0,0,1,0,1,2,3,0,0,1
PPAN-P2RY11,0,0,0,0,0,0,0,0,0,0,0,0
PPAN,31,2,33,5,1,13,4,16,12,5,5,8
SNORD105,0,0,0,0,0,0,0,0,0,1,0,1
SNORD105B,1,0,0,0,0,0,0,0,0,0,0,0
P2RY11,26,3,22,10,2,1,7,11,24,10,15,8
EIF3G,2072,161,1439,471,156,115,153,672,547,195,200,186
DNMT1,538,45,240,106,26,27,78,386,254,113,112,103
S1PR2,18,2,27,7,3,2,2,11,18,20,20,20
MIR4322,0,0,0,0,0,0,0,0,0,0,0,0
MRPL4,841,86,687,156,63,47,62,324,247,76,79,100
ICAM1,40,8,37,180,30,28,120,706,556,708,783,709
ICAM4,0,0,1,3,0,0,2,2,1,10,15,15
ICAM5,18,2,22,77,22,20,1,10,10,56,92,77
ZGLP1,41,4,35,17,8,1,0,14,11,9,5,13
RAVER1,698,86,510,166,52,31,46,258,192,116,153,152
ICAM3,53,9,45,10,2,2,7,48,34,16,9,19
TYK2,1042,104,716,374,80,51,50,299,199,171,186,191
CDC37,4239,383,3059,926,232,224,499,2337,1869,487,602,537
MIR1181,0,0,0,0,0,0,0,0,0,0,0,0
PDE4A,16,1,5,9,0,2,7,29,25,15,19,17
KEAP1,1383,144,1128,255,87,58,105,572,460,105,93,91
S1PR5,8,1,6,3,0,0,1,7,6,1,2,2
ATG4D,130,14,123,38,9,2,8,39,31,17,21,21
MIR1238,0,0,0,0,0,0,0,0,0,0,0,0
KRI1,325,34,184,107,19,29,21,135,107,49,63,59
CDKN2D,38,4,26,2,1,3,7,20,13,11,26,15
AP1M2,759,60,538,68,23,16,45,186,185,17,22,17
SLC44A2,61,8,37,19,12,5,30,136,106,28,43,49
ILF3,5185,448,3340,1247,330,308,630,3210,2441,878,897,880
QTRT1,613,64,503,185,47,43,21,151,115,35,38,38
DNM2,2369,231,1592,388,134,118,344,1597,1196,224,228,218
MIR638,0,0,0,0,0,0,0,0,0,0,0,0
MIR4748,0,0,0,0,0,0,0,0,0,0,0,0
MIR199A1,0,0,0,0,0,0,0,0,0,0,0,0
TMED1,262,30,194,48,22,12,30,181,154,34,31,23
C19orf38,7,2,8,3,4,1,3,6,15,3,3,4
CARM1,410,41,293,73,31,33,81,306,248,74,64,74
YIPF2,309,28,186,53,27,13,19,113,77,28,23,17
SMARCA4,272,31,182,131,30,28,24,102,72,110,129,124
LDLR,1366,106,939,271,78,59,109,562,482,278,309,312
SPC24,12,0,6,0,1,0,3,10,11,2,3,3
KANK2,702,73,458,107,27,23,88,395,279,41,39,53
DOCK6,464,50,375,138,45,25,32,239,166,76,103,92
TSPAN16,0,0,0,0,0,0,0,0,0,0,0,0
RAB3D,232,14,163,69,9,11,38,200,156,38,38,30
TMEM205,1601,152,1248,334,100,103,201,726,673,134,112,113
CCDC159,76,10,50,29,5,1,10,24,27,6,6,8
SWSAP1,58,1,25,11,4,1,3,14,15,3,5,1
EPOR,85,10,82,26,10,3,15,68,55,23,14,15
RGL3,16,3,11,9,0,8,1,11,4,8,7,12
CCDC151,16,3,11,5,2,0,1,9,11,1,1,2
PRKCSH,2856,288,2196,415,131,92,334,1753,1236,187,203,170
ELAVL3,1,0,3,0,0,0,0,0,1,1,3,3
ZNF653,97,6,87,26,8,11,7,32,39,16,22,17
ECSIT,392,47,317,81,15,14,23,90,81,22,28,33
CNN1,1,1,1,0,0,0,0,3,0,0,0,0
ELOF1,675,77,484,171,39,38,93,426,299,159,163,172
ACP5,6,0,15,0,0,0,0,12,0,6,0,1
ZNF627,98,8,66,69,19,22,23,78,59,147,176,180
ZNF833P,0,0,0,0,0,0,0,1,0,1,0,1
ZNF823,54,9,56,15,3,2,9,42,41,35,35,48
ZNF441,4,4,0,10,6,0,1,3,1,7,9,13
ZNF491,0,0,0,0,0,0,0,0,0,0,0,0
ZNF440,4,0,0,1,1,0,0,0,1,0,1,1
ZNF439,0,0,0,0,0,0,0,0,0,0,0,0
ZNF69,0,0,0,0,0,0,0,0,0,0,0,0
ZNF700,0,0,0,0,0,0,0,0,4,4,4,2
ZNF763,0,0,0,0,0,0,0,0,0,1,0,0
ZNF433,0,0,0,0,0,0,1,0,0,0,0,0
ZNF878,0,0,0,0,0,0,0,0,0,0,0,0
ZNF844,0,0,0,0,0,0,0,0,0,0,0,0
ZNF20,0,0,0,0,0,0,0,0,0,0,0,0
ZNF625-ZNF20,0,0,0,0,0,0,0,0,0,0,0,0
ZNF625,0,0,0,0,0,0,0,0,0,0,0,0
ZNF136,25,0,19,11,1,0,3,22,17,31,34,23
ZNF44,19,2,6,15,1,3,3,8,2,15,12,12
ZNF563,0,0,0,0,0,0,0,0,0,0,1,0
ZNF442,0,0,0,0,0,0,0,0,0,0,0,0
ZNF799,32,3,17,27,4,9,4,24,13,35,38,35
ZNF443,14,0,14,7,4,4,6,21,10,9,8,8
ZNF709,1,0,0,1,0,0,0,0,1,0,2,0
ZNF564,88,9,50,23,7,5,10,84,37,56,53,54
ZNF490,29,1,16,13,0,0,2,19,15,17,11,21
ZNF791,152,14,59,58,9,9,16,105,74,78,74,68
MAN2B1,1512,164,1216,287,92,71,124,656,485,125,133,125
WDR83,171,18,130,43,11,5,13,80,67,17,18,15
WDR83OS,1023,98,782,183,51,38,57,348,282,57,77,77
DHPS,398,36,299,122,22,25,31,178,155,57,55,69
FBXW9,209,27,162,44,10,18,16,62,75,18,19,18
TNPO2,1407,113,994,487,101,89,190,767,636,297,237,267
SNORD41,0,0,0,0,2,0,0,0,0,0,0,0
ASNA1,2898,295,2352,459,135,113,218,975,824,122,143,114
BEST2,4,0,0,6,0,6,0,2,1,8,5,8
HOOK2,192,20,142,53,13,15,21,100,85,47,35,39
JUNB,611,72,495,1775,518,448,70,289,278,943,1313,1463
PRDX2,0,0,0,0,0,0,0,4,3,4,3,2
RNASEH2A,146,14,95,10,6,5,46,222,170,17,18,22
RTBDN,1,0,0,0,0,0,0,1,0,0,1,0
MAST1,25,2,19,3,6,1,2,13,8,8,8,4
DNASE2,486,39,299,71,20,18,71,339,278,41,41,43
KLF1,0,0,0,0,0,0,1,0,0,0,0,0
GCDH,119,4,82,27,7,9,16,57,44,3,7,6
SYCE2,3,1,2,1,0,1,1,10,10,7,6,10
FARSA,1593,138,1183,253,70,72,134,642,499,91,80,78
CALR,16198,1485,10759,2352,700,652,2295,10744,8237,1065,958,816
